null	SOIRANS	78.2	44.8
null	BESANCON EST	82.4	47.2
null	SAINT MAURICE	90.7	52.3
null	BAUME-LES-DAMES	85.0	48.8
null	BESANCON NORD	82.4	46.8
null	BESANCON OUEST	82.4	46.7
null	GENDREY	80.0	45.8
null	DOLE	79.0	44.9
null	CHOISEY	79.0	44.9
null	SEURRE	76.7	43.5
null	FEILLENS	81.1	46.5
null	REPLONGES	81.1	46.5
null	BOURG NORD	83.6	47.8
null	VIRIAT	83.7	48.4
null	BOURG SUD	84.7	49.0
null	ST MARTIN-DU-FRESNE	89.1	51.5
null	SYLANS	89.7	51.8
null	SAINT GENIS	85.2	48.7
null	BEYNOST	90.6	52.3
null	BALAN	88.3	50.7
null	PEROUGES	88.3	50.7
null	LA BOISSE	92.0	53.1
null	AMBERIEU	87.4	50.1
null	PONT D AIN	86.0	49.6
null	LA CROIX-CHALON	89.3	51.5
null	DIJON-ARC S/TILLE	78.6	44.7
null	TIL CHATEL	76.0	43.0
null	LANGRES SUD	73.7	41.8
null	LANGRES NORD	73.0	41.2
null	MONTIGNY-LE-ROI	74.6	42.2
null	GROISSIAT	91.0	52.5
null	BULGNEVILLE	77.6	43.8
null	CHATENOIS	77.9	44.4
null	COLOMBEY-LES-BELLES	80.5	45.5
null	GYE	82.6	46.6
null	CHAUMONT-SEMOUTIERS	71.0	40.0
null	VILLE SOUS LAFERTE	69.4	39.1
null	MAGNANT	68.0	38.2
null	SAINT THIBAULT	65.5	37.1
null	TORVILLIERS	65.0	36.7
null	VULAINES	63.0	35.0
null	MAROLLES-SUR-SEINE	62.8	34.9
null	FORGES	62.8	34.9
null	CHATILLON-LABORDE	65.0	36.7
null	ST-GERMAIN-LAXIS	65.0	36.7
null	LES EPRUNES	66.0	37.5
null	VILLENEUVE-DONDAGRE	58.9	32.9
null	THENNELIERES	66.7	37.8
null	ST-DENIS-LES-SENS	60.0	33.5
null	VILLEFRANCHE-NORD	84.3	48.3
null	ARLAY	82.2	46.7
null	BERSAILLIN	82.0	46.6
null	BEAUREPAIRE	83.3	47.4
null	LE MIROIR	84.3	48.2
null	BEAUPONT	85.2	49.0
null	VAL DE SAONE	87.7	49.9
null	LA BOISSE - MONTLUEL	89.8	51.7
null	LA COTIERE	90.5	52.2
null	ROBECOURT	76.1	43.2
null	BELLEGARDE	93.9	54.0
null	ELOISE	95.2	54.9
null	VIRY	99.2	57.5
null	DEUX CHAISES	14.4	8.2
null	ST AMAND-MONTROND	17.1	10.0
null	FORET DE TRONCAIS	14.5	8.6
null	MONTLUCON	14.2	8.4
null	MONTMARAULT	12.1	6.7
null	GANNAT	10.2	5.6
null	COMBRONDE	8.3	4.7
null	RIOM	8.9	5.0
null	GERZAT-VILLE	9.4	5.2
null	CLERMONT-BARRIERE	10.8	6.1
null	FLEURY-EN-BIERE	61.5	34.3
null	URY	60.0	33.4
null	FONTAINEBLEAU	59.2	32.9
null	NEMOURS	59.2	32.9
null	COURTENAY	55.9	31.0
null	JOIGNY	57.4	31.8
null	AUXERRE NORD	60.1	33.3
null	AUXERRE SUD	60.1	33.3
null	NITRY	62.0	34.6
null	AVALLON	63.7	36.0
null	BIERRE-LES-SEMUR	65.7	36.9
null	POUILLY-EN-AUXOIS	69.0	38.7
null	BEAUNE SUD	72.7	41.1
null	CHALON NORD	75.0	42.3
null	CHALON SUD	75.0	42.3
null	TOURNUS	76.4	43.4
null	MACON NORD	79.0	44.8
null	MACON SUD	79.9	45.3
null	BELLEVILLE S/SAONE	81.4	46.1
null	VILLEFRANCHE-VILLE	82.8	47.3
null	VILLEFRANCHE-LIMAS	86.0	48.8
null	NUITS-ST-GEORGES	73.5	41.6
null	DIJON SUD	75.2	42.4
null	DIJON-CRIMOLOIS	75.8	43.1
null	L ISLE-S/LE-DOUBS	84.5	48.2
null	BEAUNE NORD	71.5	40.5
null	SOIRANS	76.2	43.5
null	BESANCON EST	80.4	45.9
null	SAINT MAURICE	88.7	51.0
null	BAUME-LES-DAMES	83.0	47.5
null	BESANCON NORD	80.4	45.5
null	BESANCON OUEST	80.4	45.4
null	GENDREY	78.0	44.5
null	DOLE	77.0	43.6
null	CHOISEY	77.0	43.6
null	SEURRE	74.7	42.2
null	FEILLENS	79.1	45.2
null	REPLONGES	79.1	45.2
null	BOURG NORD	81.6	46.5
null	VIRIAT	81.7	47.1
null	BOURG SUD	82.7	47.7
null	ST MARTIN-DU-FRESNE	87.1	50.2
null	SYLANS	87.7	50.5
null	SAINT GENIS	83.2	47.4
null	BEYNOST	88.6	51.0
null	BALAN	86.3	49.4
null	PEROUGES	86.3	49.4
null	LA BOISSE	90.0	51.8
null	AMBERIEU	85.4	48.8
null	PONT D AIN	84.0	48.3
null	LA CROIX-CHALON	87.3	50.2
null	DIJON-ARC S/TILLE	76.6	43.4
null	TIL CHATEL	74.0	41.7
null	LANGRES SUD	71.7	40.5
null	LANGRES NORD	71.0	39.9
null	MONTIGNY-LE-ROI	72.6	40.9
null	GROISSIAT	89.0	51.2
null	BULGNEVILLE	75.6	42.5
null	CHATENOIS	75.9	43.1
null	COLOMBEY-LES-BELLES	78.5	44.2
null	GYE	80.6	45.3
null	CHAUMONT-SEMOUTIERS	69.0	38.7
null	VILLE SOUS LAFERTE	67.4	37.8
null	MAGNANT	66.0	36.9
null	SAINT THIBAULT	63.5	35.8
null	TORVILLIERS	63.0	35.4
null	VULAINES	61.0	33.7
null	MAROLLES-SUR-SEINE	60.8	33.6
null	FORGES	60.8	33.6
null	CHATILLON-LABORDE	63.0	35.4
null	ST-GERMAIN-LAXIS	63.0	35.4
null	LES EPRUNES	64.0	36.2
null	VILLENEUVE-DONDAGRE	56.9	31.6
null	THENNELIERES	64.7	36.5
null	ST-DENIS-LES-SENS	58.0	32.2
null	VILLEFRANCHE-NORD	82.3	47.0
null	ARLAY	80.2	45.4
null	BERSAILLIN	80.0	45.3
null	BEAUREPAIRE	81.3	46.1
null	LE MIROIR	82.3	46.9
null	BEAUPONT	83.2	47.7
null	VAL DE SAONE	85.7	48.6
null	LA BOISSE - MONTLUEL	87.8	50.4
null	LA COTIERE	88.5	50.9
null	ROBECOURT	74.1	41.9
null	BELLEGARDE	91.9	52.7
null	ELOISE	93.2	53.6
null	VIRY	97.2	56.2
null	DEUX CHAISES	12.4	6.9
null	ST AMAND-MONTROND	14.5	8.8
null	FORET DE TRONCAIS	11.9	7.4
null	MONTLUCON	11.6	7.2
null	MONTMARAULT	9.5	5.5
null	GANNAT	7.6	4.4
null	COMBRONDE	5.7	3.5
null	RIOM	6.3	3.8
null	GERZAT-VILLE	6.8	4.0
null	CLERMONT-BARRIERE	8.2	4.9
null	FLEURY-EN-BIERE	58.9	33.1
null	URY	57.4	32.2
null	FONTAINEBLEAU	56.6	31.7
null	NEMOURS	56.6	31.7
null	COURTENAY	53.3	29.8
null	JOIGNY	54.8	30.6
null	AUXERRE NORD	57.5	32.1
null	AUXERRE SUD	57.5	32.1
null	NITRY	59.4	33.4
null	AVALLON	61.1	34.8
null	BIERRE-LES-SEMUR	63.1	35.7
null	POUILLY-EN-AUXOIS	66.4	37.5
null	BEAUNE SUD	70.1	39.9
null	CHALON NORD	72.4	41.1
null	CHALON SUD	72.4	41.1
null	TOURNUS	73.8	42.2
null	MACON NORD	76.4	43.6
null	MACON SUD	77.3	44.1
null	BELLEVILLE S/SAONE	78.8	44.9
null	VILLEFRANCHE-VILLE	80.2	46.1
null	VILLEFRANCHE-LIMAS	83.4	47.6
null	NUITS-ST-GEORGES	70.9	40.4
null	DIJON SUD	72.6	41.2
null	DIJON-CRIMOLOIS	73.2	41.9
null	L ISLE-S/LE-DOUBS	81.9	47.0
null	BEAUNE NORD	68.9	39.3
null	SOIRANS	73.6	42.3
null	BESANCON EST	77.8	44.7
null	SAINT MAURICE	86.1	49.8
null	BAUME-LES-DAMES	80.4	46.3
null	BESANCON NORD	77.8	44.3
null	BESANCON OUEST	77.8	44.2
null	GENDREY	75.4	43.3
null	DOLE	74.4	42.4
null	CHOISEY	74.4	42.4
null	SEURRE	72.1	41.0
null	FEILLENS	76.5	44.0
null	REPLONGES	76.5	44.0
null	BOURG NORD	79.0	45.3
null	VIRIAT	79.1	45.9
null	BOURG SUD	80.1	46.5
null	ST MARTIN-DU-FRESNE	84.5	49.0
null	SYLANS	85.1	49.3
null	SAINT GENIS	80.6	46.2
null	BEYNOST	86.0	49.8
null	BALAN	83.7	48.2
null	PEROUGES	83.7	48.2
null	LA BOISSE	87.4	50.6
null	AMBERIEU	82.8	47.6
null	PONT D AIN	81.4	47.1
null	LA CROIX-CHALON	84.7	49.0
null	DIJON-ARC S/TILLE	74.0	42.2
null	TIL CHATEL	71.4	40.5
null	LANGRES SUD	69.1	39.3
null	LANGRES NORD	68.4	38.7
null	MONTIGNY-LE-ROI	70.0	39.7
null	GROISSIAT	86.4	50.0
null	BULGNEVILLE	73.0	41.3
null	CHATENOIS	73.3	41.9
null	COLOMBEY-LES-BELLES	75.9	43.0
null	GYE	78.0	44.1
null	CHAUMONT-SEMOUTIERS	66.4	37.5
null	VILLE SOUS LAFERTE	64.8	36.6
null	MAGNANT	63.4	35.7
null	SAINT THIBAULT	60.9	34.6
null	TORVILLIERS	60.4	34.2
null	VULAINES	58.4	32.5
null	MAROLLES-SUR-SEINE	58.2	32.4
null	FORGES	58.2	32.4
null	CHATILLON-LABORDE	60.4	34.2
null	ST-GERMAIN-LAXIS	60.4	34.2
null	LES EPRUNES	61.4	35.0
null	VILLENEUVE-DONDAGRE	54.3	30.4
null	THENNELIERES	62.1	35.3
null	ST-DENIS-LES-SENS	55.4	31.0
null	VILLEFRANCHE-NORD	79.7	45.8
null	ARLAY	77.6	44.2
null	BERSAILLIN	77.4	44.1
null	BEAUREPAIRE	78.7	44.9
null	LE MIROIR	79.7	45.7
null	BEAUPONT	80.6	46.5
null	VAL DE SAONE	83.1	47.4
null	LA BOISSE - MONTLUEL	85.2	49.2
null	LA COTIERE	85.9	49.7
null	ROBECOURT	71.5	40.7
null	BELLEGARDE	89.3	51.5
null	ELOISE	90.6	52.4
null	VIRY	94.6	55.0
null	DEUX CHAISES	9.8	5.7
null	ST AMAND-MONTROND	12.3	7.3
null	FORET DE TRONCAIS	9.7	5.9
null	MONTLUCON	9.4	5.7
null	MONTMARAULT	7.3	4.0
null	GANNAT	5.4	2.9
null	COMBRONDE	3.5	2.0
null	RIOM	4.1	2.3
null	GERZAT-VILLE	4.6	2.5
null	CLERMONT-BARRIERE	6.0	3.4
null	FLEURY-EN-BIERE	56.7	31.6
null	URY	55.2	30.7
null	FONTAINEBLEAU	54.4	30.2
null	NEMOURS	54.4	30.2
null	COURTENAY	51.1	28.3
null	JOIGNY	52.6	29.1
null	AUXERRE NORD	55.3	30.6
null	AUXERRE SUD	55.3	30.6
null	NITRY	57.2	31.9
null	AVALLON	58.9	33.3
null	BIERRE-LES-SEMUR	60.9	34.2
null	POUILLY-EN-AUXOIS	64.2	36.0
