LA SAULCE
2,8	SISTERON NORD
3,6	0,9	SISTERON SUD
4,2	1,5	0,6	AUBIGNOSC
5,5	2,8	1,7	1,2	PEYRUIS
6,9	4,4	3,5	2,7	1,5	LA BRILLANNE
8,7	6,3	4,9	4,3	3,1	1,5	MANOSQUE
9,9	8	6,4	5,9	4,6	3,1	1,5	SAINT PAUL LEZ DURANCE
11,7	10,1	8,6	7,9	6,8	5,1	3,6	2,1	PERTUIS
13,2	11,7	9,5	9,2	8,1	6,3	4,9	3,5	1,3	AIX (A51)
0	0	0	0	0	0	0	0	0	0	CARNOULES
25,1	23,6	21,4	21,1	20	18,2	16,8	15,4	13,2	2,4	2,4	PUGET-VILLE
21,5	20	17,8	17,5	16,4	14,6	13,2	11,8	9,6	2,4	2,4	0	TOULON-OUEST
21,5	20	17,8	17,5	16,4	14,6	13,2	11,8	9,6	2,4	2,4	0	0	SIX FOURS LES PLAGES
21,5	20	17,8	17,5	16,4	14,6	13,2	11,8	9,6	3,2	3,2	0,8	0,8	0,8	OLLIOULES
20,6	19,1	16,9	16,6	15,5	13,7	12,3	10,9	8,7	3,8	3,8	1,4	1,4	1,4	1,4	BANDOL
19,2	17,7	15,5	15,2	14,1	12,3	10,9	9,5	7,3	4,7	4,7	2,3	2,3	2,3	2,3	1,4	SAINT CYR LES LEQUES/LA CADIERE
18,2	16,7	14,5	14,2	13,1	11,3	9,9	8,5	6,3	6	6	3,6	3,6	3,6	3,6	2,7	1,3	LA CIOTAT
18	16,5	14,3	14	12,9	11,1	9,7	8,3	6,1	7	7	4,6	4,6	4,6	4,6	3,7	2,3	1,3	CASSIS
16,9	15,4	13,2	12,9	11,8	10	8,6	7,2	5	7	7	4,6	4,6	4,6	4,6	3,7	2,3	1,3	1,1	LA BEDOULE
16,9	15,4	13,2	12,9	11,8	10	8,6	7,2	5	7	7	4,6	4,6	4,6	4,6	3,7	2,3	1,3	1,1	0	AUBAGNE
16,9	15,4	13,2	12,9	11,8	10	8,6	7,2	5	0	0	13,1	0	0	0	0	0	0	0	0	0	GEMENOS
0	0	0	0	0	0	0	0	0	0	0	0	5,8	5,8	5,8	4,9	3,5	2,5	2,3	1,2	1,2	1,2	AURIOL
15,7	14,2	12	11,7	10,6	8,8	7,4	6	3,8	0	0	11,7	6	6	6	5,1	3,7	2,7	2,5	1,4	1,4	1,4	0	LA BOUILLADISSE
13,2	11,7	9,5	9,2	8,1	6,3	4,9	3,5	1,3	0	0	11,9	8,3	8,3	8,3	7,4	6	5	4,8	3,7	3,7	3,7	0	2,5	AIX (A57,A50,A52,A8)
14,1	12,6	10,4	10,1	9	7,2	5,8	4,4	2,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9	FUVEAU
0	0	0	0	0	0	0	0	0	0	0	8,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRETS
17,1	15,6	13,4	13,1	12	10,2	8,8	7,4	5,2	0	0	7,9	9,6	9,6	9,6	8,7	7,3	6,3	6,1	5	5	5	0	3,8	3,9	0	1,1	SAINT MAXIMIN
19,2	17,7	15,5	15,2	14,1	12,3	10,9	9,5	7,3	0	0	6,5	6,5	6,5	7,3	10,7	9,3	8,3	8,1	7	7	7	0	5,5	6	0	2,8	1,7	BRIGNOLES
21,2	19,7	17,5	17,2	16,1	14,3	12,9	11,5	9,3	0	0	4,3	4,3	4,3	5,1	5,7	6,6	7,9	8,9	9,5	9,5	9,5	0	7,8	8	0	5	3,9	2,3	LE CANNET DES MAURES
23,3	21,8	19,6	19,3	18,2	16,4	15	13,6	11,4	0	0	6,7	6,7	6,7	7,5	8,1	9	10,3	11,3	11,5	11,5	11,5	0	9,8	10,1	0	7,3	6	4,6	2,3	LE MUY
25	23,5	21,3	21	19,9	18,1	16,7	15,3	13,1	0	0	8,5	8,5	8,5	9,3	9,9	10,8	12,1	13,1	12,6	12,6	12,6	0	11,4	11,8	0	8,9	7,5	6,2	3,8	1,6	PUGET
25,1	23,6	21,4	21,1	20	18,2	16,8	15,4	13,2	0	0	8,6	8,6	8,6	9,4	10	10,9	12,2	13,2	12,7	12,7	12,7	0	12	11,9	0	9,1	8,1	6,5	4,5	2,2	0,7	FREJUS
28,5	27	24,8	24,5	23,4	21,6	20,2	18,8	16,6	0	0	11,7	11,7	11,7	12,5	13,1	14	15,3	16,3	16	16	16	0	14,8	15,3	0	12,2	11	10,1	7,4	5,3	3,8	2,8	LES ADRETS
28,5	27	24,8	24,5	23,4	21,6	20,2	18,8	16,6	0	0	11,7	11,7	11,7	12,5	13,1	14	15,3	16,3	16	16	16	0	14,8	15,3	0	12,2	11	10,1	7,4	5,3	3,8	2,8	1,4	MANDELIEU/MOUGINS
30	28,5	26,3	26	24,9	23,1	21,7	20,3	18,1	0	0	13,2	13,2	13,2	14	14,6	15,5	16,8	17,8	17,5	17,5	17,5	0	16,3	16,8	0	13,7	12,5	11,6	8,9	6,8	5,3	4,3	2,9	1,5	ANTIBES
