La Fouillouse
0	Andrézieux-Bouthéon sud
0	0	Andrézieux-Bouthéon nord
0	0	0	Péage de Veauchette
1,2	0	1,2	1,2	Montbrison Montrond
2,4	0	2,4	2,4	1	Feurs Lentilly
10,4	0	10,4	10,4	8,4	7,3	Tour de Salvagny
10,4	0	10,4	10,4	8,4	7,3	0	Lentilly
10,4	0	10,4	10,4	8,4	7,3	0	0	Pont de Dorieux
10,4	0	10,4	10,4	8,4	7,3	0	0	0	L’Arbresle
0	0	0	0	0	0	1,8	1,8	1,8	1,8	Tarare est(péage en système ouvert)
10,4	0	10,4	10,4	8,4	7,3	0	0	0	0	0	BARRIERE DE PEAGE DE SAINT-ROMAIN-DE-POPEY
7,7	0	7,7	7,7	5,9	4,8	0	0	0	0	0	0	Tarare est(péage en système fermé)
6,5	0	6,5	6,5	4,8	3,9	3,1	3,1	3,1	3,1	0	3,1	0,9	Tarare ouest
3,9	0	3,9	3,9	2,4	1,3	5,6	5,6	5,6	5,6	0	5,6	3,6	2,5	Balbigny
3,8	0	3,8	3,8	2,5	1,4	7,2	7,2	7,2	7,2	0	7,2	4,7	3,9	1,1	Saint-Germain-Laval
5,2	0	5,2	5,2	4,5	3,5	9,5	9,5	9,5	9,5	0	9,5	6,8	5,8	3,2	1,9	Noirétable
7	0	7	7	6,3	4,6	10,9	10,9	10,9	10,9	0	10,9	8,2	7,2	4,5	3,1	1,3	Thiers est
8,4	0	8,4	8,4	7,7	6,5	12,6	12,6	12,6	12,6	0	12,6	10	9	6,2	4,2	2,5	1	Thiers ouest
9	0	9	9	7,9	6,8	13,4	13,4	13,4	13,4	0	13,4	10,3	9,5	6,8	4,9	3,4	2	0,8	Lezoux
10,7	0	10,7	10,7	10,3	9,2	16,3	16,3	16,3	16,3	0	16,3	13,4	12,2	9,5	7,4	5,2	3,7	2,4	1,7	BARRIERE DE PEAGE DE MARTRES-D'ARTIERE
10,7	0	10,7	10,7	10,3	9,2	16,3	16,3	16,3	16,3	0	16,3	13,4	12,2	9,5	7,4	5,2	3,7	2,4	1,7	0	Clermont-Ferrand
10,7	0	10,7	10,7	10,3	9,2	16,3	16,3	16,3	16,3	0	16,3	13,4	12,2	9,5	7,4	5,2	3,7	2,4	1,7	0	0	Pont du Château
