SAINT-ARNOULT
2.3	ABLIS
5.1	1.7	CHARTRES EST
5.4	2.7	1.1	THIVARS
6.8	3.8	2.2	1.1	ILLIERS-COMBRAY
8.3	4.7	3.1	2.1	1.3	LUIGNY
10	6.6	4.6	4	3	1.4	LA FERTE-BERNARD
12.3	8.8	6.7	5.8	4.8	3.3	1.7	CONNERRE
13.6	10.3	7.8	6.8	5.7	4.1	3.3	2	LE MANS NORD
13.7	10.6	8.4	8	6	4.6	3.5	1.7	1	AUVOURS
14.3	10.9	8.8	8.2	6.3	5.1	3.7	2.1	1.2	0.4	PARIGNE-L'EVEQUE
14.6	12.1	9.8	9.2	7	6	4.4	3.5	2.1	1.4	0.9	ECOMMOY
16.4	13.1	11	10.3	8.3	6.9	5.6	4.1	3.4	2.2	2.1	0.9	MONTABON
19	16	13.8	13.3	11.3	10	8.6	7.8	6.8	5.5	5.4	4.2	2.8	PEAGE DE SAINT-CHRISTOPHE
36.3	33.6	32.1	30.8	29.6	28.1	26.2	25.6	23.6	24.2	24.4	25.4	26.5	30.2	ROUMOIS
31.8	29.1	27.6	26.3	25.1	23.6	21.7	21.1	19.1	19.7	19.9	20.9	22	25.7	1.3	BRIONNE
28.1	25.4	23.9	22.6	21.4	19.9	18	17.4	15.4	16	16.2	17.2	18.3	22	4.4	2	BERNAY
25.6	22.9	21.4	20.1	18.9	17.4	15.5	14.9	12.9	13.5	13.7	14.7	15.8	19.5	6.8	3.7	1.3	BROGLIE OUEST
22.5	19.8	18.3	17	15.8	14.3	12.4	11.8	9.8	10.4	10.6	11.6	12.7	16.4	9.8	6.2	3.6	2.2	GACE
19.8	17.1	15.6	14.3	13.1	11.6	9.7	9.1	7.1	7.7	7.9	8.9	10	13.7	13.5	9.1	5.8	3.9	1.8	SEES
22.1	19.4	17.9	16.6	15.4	13.9	12	11.4	9.4	10	10.2	11.2	12.3	16	15.8	11.4	8.1	6.2	4.1	0	PEAGE d'ARGENTAN
15.4	12.9	11.1	10.2	9	7.7	5.6	4.8	2.8	3.7	3.8	4.8	6	9.4	20.3	15.8	12.1	9.6	6.5	3.8	6.1	ALENCON NORD
15.2	12.7	10.8	10.1	8.7	7.2	5.3	4.2	2.2	3	3.5	4.5	5.5	9.1	20.8	16.3	12.6	10.1	7	4.3	6.6	0.4	ALENCON SUD
14.9	12.4	10.4	9	7.3	6.2	4.7	3.8	1.8	2.6	3	4	4.9	8	21.5	17	13.3	10.8	7.7	5	7.3	0.8	0.5	ROUESSE-FONTAINE
14.5	11.9	9.8	8.9	6.8	5.7	4.3	3.3	1.1	1.7	2.1	3.5	4.3	7.4	22.3	17.8	14.1	11.6	8.5	5.8	8.1	1.4	1	0.6	MARESCHE
14.3	11.2	9.3	8.1	6.8	5.2	3.4	2.6	0.5	1.8	2.1	3	4.1	6.9	24.3	19.8	16.1	13.6	10.5	7.8	10.1	3.4	3.3	2.7	2.2	LE MANS OUEST
14.9	11.8	9.9	8.7	7.4	5.8	4	3.2	1.1	2.4	2.7	3.6	4.7	7.5	24.9	20.4	16.7	14.2	11.1	8.4	10.7	4	3.9	3.3	2.8	0.6	LE MANS SUD
16.5	13.4	11.5	10.3	9	7.4	5.6	4.8	2.7	4	4.3	5.2	6.3	9.1	26.5	22	18.3	15.8	12.7	10	12.3	5.6	5.5	4.9	4.4	2.2	1.9	SABLE LA FLECHE
17.3	14.2	12.3	11.1	9.8	8.2	6.4	5.6	3.5	4.8	5.1	6	7.1	9.9	27.3	22.8	19.1	16.6	13.5	10.8	13.1	6.4	6.3	5.7	5.2	3	2.6	0.7	DURTAL
18.7	15.6	13.7	12.5	11.2	9.6	7.8	7	4.9	6.2	6.5	7.4	8.5	11.3	28.7	24.2	20.5	18	14.9	12.2	14.5	7.8	7.7	7.1	6.6	4.4	3.7	1.6	0.7	SEICHES
20.2	17.1	15.2	14	12.7	11.1	9.3	8.5	6.4	7.7	8	8.9	10	12.8	30.2	25.7	22	19.5	16.4	13.7	16	9.3	9.2	8.6	8.1	5.9	5.6	2.9	2.1	1.3	ANGERS (CORZE)
20.2	17.1	15.2	14	12.7	11.1	9.3	8.5	6.4	7.7	8	8.9	10	12.8	30.2	25.7	22	19.5	16.4	13.7	16	9.3	9.2	8.6	8.1	5.9	5.6	2.9	2.1	1.3	0	PELLOUAILLES-LES-VIGNES
16.4	13.2	11	10	9.2	8	5.1	4.8	2.6	3.3	3.8	4.7	5.3	8.5	25.4	20.9	17.2	14.7	11.6	8.9	11.2	4.7	4.5	4	3.3	2.6	3.2	4.8	5.6	7	8.5	8.5	JOUE-EN-CHARNIE
18.1	15	12.9	12.3	10.5	9.4	6.9	5.9	4.2	4.9	5.1	6.4	7.3	10.5	26.9	22.4	18.7	16.2	13.1	10.4	12.7	6.3	6.2	5.1	4.6	3.9	4.5	6.1	6.9	8.3	9.8	9.8	1	VAIGES
19.4	16.3	14.2	13.6	11.8	10.7	8.2	7.2	5.5	6.2	6.4	7.7	8.6	11.8	28.2	23.7	20	17.5	14.4	11.7	14	7.6	7.5	6.4	5.9	5.2	5.8	7.4	8.2	9.6	11.1	11.1	2.5	1.4	LAVAL EST
20	17	14.6	13.8	12.5	11.2	8.7	8	5.9	6.7	7.3	8.1	8.9	12.4	28.7	24.2	20.5	18	14.9	12.2	14.5	8.3	8.2	8.1	7.2	5.4	6	7.6	8.4	9.8	11.3	11.3	3	1.9	0.7	LAVAL OUEST
21.6	18.6	16.7	16	14.9	13.4	10.2	10.1	8.1	8.8	9.1	9.9	11.3	13	29.9	25.4	21.7	19.2	16.1	13.4	15.7	9.5	9.1	8.9	8.8	8	8.6	10.2	11	12.4	13.9	13.9	4.6	3.6	2	1.5	LA GRAVELLE
20.1	17	15.1	13.9	12.6	11	9.2	8.4	6.3	7.6	7.9	8.8	9.9	12.7	30.1	25.6	21.9	19.4	16.3	13.6	15.9	9.2	9.1	8.5	8	5.8	5.3	2.7	1.9	1.3	2.4	2.4	8.4	9.7	11	11.2	13.8	BEAUFORT EN VALLEE
20.7	17.6	15.7	14.5	13.2	11.6	9.8	9	6.9	8.2	8.5	9.4	10.5	13.3	30.7	26.2	22.5	20	16.9	14.2	16.5	9.8	9.7	9.1	8.6	6.4	5.9	3.3	2.5	1.9	3	3	9	10.3	11.6	11.8	14.4	0.5	LONGUE
21.7	18.6	16.7	15.5	14.2	12.6	10.8	10	7.9	9.2	9.5	10.4	11.5	14.3	31.7	27.2	23.5	21	17.9	15.2	17.5	10.8	10.7	10.1	9.6	7.4	6.9	4.3	3.5	2.9	4	4	10	11.3	12.6	12.8	15.4	1.1	0.7	VIVY SAUMUR
22.9	19.8	17.9	16.7	15.4	13.8	12	11.2	9.1	10.4	10.7	11.6	12.7	15.5	32.9	28.4	24.7	22.2	19.1	16.4	18.7	12	11.9	11.3	10.8	8.6	8.1	5.5	4.7	4.1	5.2	5.2	11.2	12.5	13.8	14	16.6	2.1	1.5	1.1	BOURGEUIL
25.2	22.1	20.2	19	17.7	16.1	14.3	13.5	11.4	12.7	13	13.9	15	17.8	35.2	30.7	27	24.5	21.4	18.7	21	14.3	14.2	13.6	13.1	10.9	10.4	7.8	7	6.4	7.5	7.5	13.5	14.8	16.1	16.3	18.9	3.7	3.4	2.8	1.8	RESTIGNE
