TOURS CENTRE
2,6	SAINTE-MAURE
5,4	2	CHATELLERAULT NORD
6	2,1	0,5	CHATELLERAULT SUD
7,3	3,3	1,4	1	FUTUROSCOPE
7,8	3,8	2,2	1,4	0,5	POITIERS NORD
9	5,3	3,2	2,3	1,1	0,8	POITIERS SUD
10,7	7	4,9	4	2,8	2,5	1,7	SAINT MAIXENT / LUSIGNAN
12,5	8,8	6,7	5,8	4,6	4,3	3,5	1,2	NIORT EST
13,1	9,4	7,3	6,4	5,2	4,9	4,1	1,6	0,4	NIORT NORD
14,4	10,7	8,6	7,7	6,5	6,2	5,4	3,3	1,4	1	NIORT OUEST
15,3	11,6	9,5	8,6	7,4	7,1	6,3	4	2,2	1,7	0,6	FONTENAY CENTRE
15,4	11,7	9,6	8,7	7,5	7,2	6,4	4,2	2,4	1,9	0,8	0,2	FONTENAY OUEST
17,1	13,4	11,3	10,4	9,2	8,9	8,1	5,3	3,9	3,4	1,9	1	0,8	SAINT-HERMINE
17,6	13,9	11,8	10,9	9,7	9,4	8,6	6,2	4,8	4,3	3,2	1,8	1,6	0,8	CHANTONNAY
18,7	15	12,9	12	10,8	10,5	9,7	7	5,6	5,3	4,1	3,2	3	1,9	0,9	LES ESSARTS
19	15,3	13,2	12,3	11,1	10,8	10	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	LA ROCHE-SUR-YON OUEST
19	15,3	13,2	12,3	11,1	10,8	10	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	LA ROCHE-SUR-YON SUD
19	15,3	13,2	12,3	11,1	10,8	10	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	LA ROCHE-SUR-YON CENTRE
19	15,3	13,2	12,3	11,1	10,8	10	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	0	LA ROCHE-SUR-YON EST
19	15,3	13,2	12,3	11,1	10,8	10	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	0	0	PEAGE DE LA ROCHE-SUR-YON
19	15,3	13,2	12,3	11,1	10,8	10	8,1	6,8	6,3	5,1	4,5	4,1	3,3	2,2	0,8	2,8	2,8	2,8	2,8	2,8	LES HERBIERS
19,2	15,5	13,4	12,5	11,3	11	10,2	8,3	7	6,6	5,6	5	4,8	4	3	1,7	3,5	3,5	3,5	3,5	3,5	0,4	LA VERRIE
19,4	15,7	13,6	12,7	11,5	11,2	10,4	8,5	7,1	6,7	5,7	5,1	4,9	4,1	3,1	1,9	3,6	3,6	3,6	3,6	3,6	0,9	0,6	CHOLET SUD
19,6	15,9	13,8	12,9	11,7	11,4	10,6	8,7	7,5	7	6	5,8	5,6	5,2	4,4	3,2	5	5	5	5	5	1,6	1,1	0,5	CHOLET NORD
20,2	16,5	14,4	13,5	12,3	12	11,2	10	8,3	7,9	7,6	7,2	6,8	6,3	5,3	3,9	5,5	5,5	5,5	5,5	5,5	3	2,2	1,6	0,9	CHEMILLE
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	PEAGE DE BEAULIEU SUR LAYON
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	THOUARCE
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	MURS-ERIGNE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRAND CLOS
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	HAUTE PERCHE
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	SORGES
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	LA MONNAIE
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	LA OUCAUDIERE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BD D'ESTIENNE D'ORVES
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	0	0	HANIPET
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	0	0	0	17 RD347
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	0	0	0	0	LA BOUVINERIE
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	15 RD323
21,6	17,9	15,8	14,9	13,7	13,4	12,6	11,2	10	9,7	9,5	9,3	9	8,7	6,8	5,7	7,7	7,7	7,7	7,7	7,7	4,5	4	3,8	2,7	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	0	GATIGNOLLE
19,7	16	13,9	13	11,8	11,5	10,7	8,5	7,6	7	5,5	4,3	4,1	3,6	2,5	1,2	2,9	2,9	2,9	2,9	2,9	2,2	2,7	3,1	3,9	4,8	6,1	6,1	6,1	0	6,1	6,1	6,1	6,1	0	6,1	6,1	6,1	6,1	6,1	MONTAIGU
19,9	16,2	14,1	13,2	12	11,7	10,9	9,6	8,8	8,2	6,7	5,5	5,4	4,7	3,6	2,6	3,9	3,9	3,9	3,9	3,9	3,4	3,8	4,1	4,6	5,2	6,8	6,8	6,8	0	6,8	6,8	6,8	6,8	0	6,8	6,8	6,8	6,8	6,8	0,7	AIGREFEUILLE
