LA SAULCE
2,8	SISTERON NORD
3,6	0,9	SISTERON SUD
4,2	1,5	0,6	AUBIGNOSC
5,3	2,8	1,7	1,1	PEYRUIS
6,8	4,4	3,5	2,7	1,5	LA BRILLANNE
8,4	6	4,8	4,2	3,1	1,5	MANOSQUE
9,8	7,8	6,4	5,8	4,6	3,1	1,5	SAINT PAUL LEZ DURANCE
11,6	9,6	8,4	7,8	6,7	5,1	3,5	2,1	PERTUIS
13	11,2	9,5	9	7,8	6,3	4,8	3,5	1,3	AIX (A51)
0	0	0	0	0	0	0	0	0	0	CARNOULES
24,7	22,9	21,2	20,7	19,5	18	16,5	15,2	0	2,4	2,4	PUGET-VILLE
21,2	19,4	17,7	17,2	16	14,5	13	11,7	0	2,4	2,4	0	TOULON-OUEST
21,2	19,4	17,7	17,2	16	14,5	13	11,7	0	2,4	2,4	0	0	SIX FOURS LES PLAGES
20,7	17,9	17	16,4	15,3	13,8	12,3	10,8	0	3,8	3,8	1,4	1,4	1,4	BANDOL
19,3	16,5	15,6	15	13,9	12,4	10,9	9,4	0	4,6	4,6	2,2	2,2	2,2	1,4	SAINT CYR LES LEQUES/LA CADIERE
18	16,2	14,5	14	12,8	11,3	9,8	8,5	0	5,9	5,9	3,5	3,5	3,5	2,7	1,3	LA CIOTAT
17,8	16	14,3	13,8	12,6	11,1	9,6	8,3	0	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	CASSIS
16,7	14,9	13,2	12,7	11,5	10	8,5	7,2	0	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	1,1	LA BEDOULE
16,7	14,9	13,2	12,7	11,5	10	8,5	7,2	0	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	1,1	0	AUBAGNE
16,7	14,9	13,2	12,7	11,5	10	8,5	7,2	0	0	0	12,8	0	0	0	0	0	0	0	0	GEMENOS
0	0	0	0	0	0	0	0	0	0	0	0	5,7	5,7	4,9	3,5	2,5	2,3	1,2	1,2	1,2	AURIOL
15,5	13,7	12	11,5	10,3	8,8	7,3	6	0	0	0	11,4	5,8	5,8	5	3,6	2,6	2,4	1,3	1,3	1,3	0	LA BOUILLADISSE
13	11,2	9,5	9	7,8	6,3	4,8	3,5	0	0	0	11,7	8,2	8,2	7,4	6	5	4,8	3,7	3,7	3,7	0	2,5	AIX (A57,A50,A52,A8)
13,9	12,1	10,4	9,9	8,7	7,2	5,7	4,4	2,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9	FUVEAU
0	0	0	0	0	0	0	0	0	0	0	8,8	0	0	0	0	0	0	0	0	0	0	0	0	0	TRETS
16,8	15	13,3	12,8	11,6	10,1	8,6	7,3	5,1	0	0	7,7	9,4	9,4	8,6	7,2	6,2	6	4,9	4,9	4,9	0	3,6	3,8	0	1,1	SAINT MAXIMIN
18,8	17	15,3	14,8	13,6	12,1	10,6	9,3	7,1	0	0	6,5	6,5	6,5	10,5	9,1	8,1	7,9	6,8	6,8	6,8	0	5,4	5,8	0	2,8	1,7	BRIGNOLES
21	19,2	17,5	17	15,8	14,3	12,8	11,5	9,3	0	0	4,3	4,3	4,3	5,7	6,5	7,8	8,8	9,2	9,2	9,2	0	7,5	8	0	5	3,8	2,3	LE CANNET DES MAURES
22,8	21	19,3	18,8	17,6	16,1	14,6	13,3	11,1	0	0	6,5	6,5	6,5	7,9	8,7	10	11	11,1	11,1	11,1	0	9,5	9,8	0	7,1	5,9	4,5	2,3	LE MUY
24,7	22,9	21,2	20,7	19,5	18	16,5	15,2	13	0	0	8,3	8,3	8,3	9,7	10,5	11,8	12,8	12,4	12,4	12,4	0	11,2	11,7	0	8,7	7,5	6	3,7	1,6	PUGET
24,8	23	21,3	20,8	19,6	18,1	16,6	15,3	13,1	0	0	8,5	8,5	8,5	9,9	10,7	12	13	12,5	12,5	12,5	0	11,7	11,8	0	9	7,9	6,4	4,4	2,2	0,7	FREJUS
27,8	26	24,3	23,8	22,6	21,1	19,6	18,3	16,1	0	0	11,5	11,5	11,5	12,9	13,7	15	16	16	16	16	0	14,7	14,8	0	12	10,8	9,8	7,3	5,2	3,7	2,8	LES ADRETS
27,8	26	24,3	23,8	22,6	21,1	19,6	18,3	16,1	0	0	11,5	11,5	11,5	12,9	13,7	15	16	16	16	16	0	14,7	14,8	0	12	10,8	9,8	7,3	5,2	3,7	2,8	1,4	MANDELIEU/MOUGINS
29,3	27,5	25,8	25,3	24,1	22,6	21,1	19,8	17,6	0	0	13	13	13	14,4	15,2	16,5	17,5	17,6	17,6	17,6	0	16,2	16,3	0	13,5	12,3	11,3	8,8	6,7	5,2	4,3	2,9	1,5	ANTIBES
30,9	29,1	27,4	26,9	25,7	24,2	22,7	21,4	19,2	0	0	14,6	14,6	14,6	16	16,8	18,1	19,1	19,1	19,1	19,1	0	17,8	17,9	0	15,1	13,9	12,9	10,4	8,3	6,8	5,9	4,5	3,1	1,6	VILLENEUVE LOUBET
