SAINT-ARNOULT
3,7	ABLIS
7,6	2,8	CHARTRES EST
8,6	4,5	1,6	THIVARS
10,9	6,4	3,5	1,6	ILLIERS-COMBRAY
12,8	7,6	4,8	3,6	1,8	LUIGNY
15,8	10,9	7,6	6	4,9	2,6	LA FERTE-BERNARD
19,7	15	11,1	9,2	7,7	5,5	2,5	CONNERRE
21,4	16,8	13,2	11,8	9,2	7,3	5,1	3,1	LE MANS NORD
21,8	16,7	13,7	12,7	10	7,6	4,7	2,6	1,3	AUVOURS
23	18	14,7	13,1	10,8	8,5	5,5	3,5	1,8	0,6	PARIGNE-L'EVEQUE
23,9	19	15,6	14,9	12,3	9,4	7,1	5	3,3	2	1,4	ECOMMOY
26	21,2	18	16,5	13,9	11,4	8,6	6,8	5	3,8	3,1	1,5	MONTABON
29,9	25,5	22,8	21,7	19,7	16,8	13,4	12	10,5	8,8	8,3	6,4	4,3	PEAGE DE SAINT-CHRISTOPHE
57,5	54,6	51,4	50,1	48	45,5	41,9	40,5	37,3	37,9	38,7	39,8	42,1	47,4	ROUMOIS
49,1	46,2	43	41,7	39,6	37,1	33,5	32,1	28,9	29,5	30,3	31,4	33,7	39	2	BRIONNE
44,5	41,6	38,4	37,1	35	32,5	28,9	27,5	24,3	24,9	25,7	26,8	29,1	34,4	6,4	3,1	BERNAY
39,8	36,9	33,7	32,4	30,3	27,8	24,2	22,8	19,6	20,2	21	22,1	24,4	29,7	10,1	5	1,6	BROGLIE OUEST
35,2	32,3	29,1	27,8	25,7	23,2	19,6	18,2	15	15,6	16,4	17,5	19,8	25,1	15,1	8,9	5	3	GACE
31,3	28,4	25,2	23,9	21,8	19,3	15,7	14,3	11,1	11,7	12,5	13,6	15,9	21,2	20,2	13,2	9,1	5,6	2,7	SEES
35,3	32,4	29,2	27,9	25,8	23,3	19,7	18,3	15,1	15,7	16,5	17,6	19,9	25,2	24,2	17,2	13,1	9,6	6,7	0	PEAGE d'ARGENTAN
24,9	21,7	17,9	17,1	15,2	12,7	9,3	7,6	4,3	5,2	5,4	7,4	9,4	14,7	32,3	23,9	19,3	14,6	10	6,1	10,1	ALENCON NORD
24,7	20,9	17,7	16,2	14,5	11,9	8,4	7,1	3,8	4,6	4,8	6,9	9	14,2	32,9	24,5	19,9	15,2	10,6	6,7	10,7	0,5	ALENCON SUD
24,3	20,2	17	14,7	12,8	10,2	7,5	6,4	3	3,4	4	6	7,9	12,8	33,7	25,3	20,7	16	11,4	7,5	11,5	1,2	0,7	ROUESSE-FONTAINE
22,6	18,3	15,6	13,5	11,8	9,3	6,8	5,1	1,8	2,6	3,2	4,8	6,3	11,6	34,9	26,5	21,9	17,2	12,6	8,7	12,7	2,3	1,7	0,9	MARESCHE
22,7	17,8	15,6	13,7	11,3	8,4	5,2	3,8	0,7	2,6	3,1	4,5	6,5	11,2	38,7	30,3	25,7	21	16,4	12,5	16,5	5,5	5,1	4,1	3,2	LE MANS OUEST
23,7	18,8	16,6	14,7	12,3	9,4	6,2	4,8	1,7	3,6	4,1	5,5	7,5	12,2	39,7	31,3	26,7	22	17,4	13,5	17,5	6,5	6,1	5,1	4,2	1	LE MANS SUD
26,8	21,9	19,7	17,8	15,4	12,5	9,3	7,9	4,8	6,7	7,2	8,6	10,6	15,3	42,8	34,4	29,8	25,1	20,5	16,6	20,6	9,6	9,2	8,2	7,3	4,1	3,4	SABLE LA FLECHE
27,8	22,9	20,7	18,8	16,4	13,5	10,3	8,9	5,8	7,7	8,2	9,6	11,6	16,3	43,8	35,4	30,8	26,1	21,5	17,6	21,6	10,6	10,2	9,2	8,3	5,1	4,5	1,3	DURTAL
30,5	25,6	23,4	21,5	19,1	16,2	13	11,6	8,5	10,4	10,9	12,3	14,3	19	46,5	38,1	33,5	28,8	24,2	20,3	24,3	13,3	12,9	11,9	11	7,8	6,3	2,5	1,3	SEICHES
32,9	28	25,8	23,9	21,5	18,6	15,4	14	10,9	12,8	13,3	14,7	16,7	21,4	48,9	40,5	35,9	31,2	26,6	22,7	26,7	15,7	15,3	14,3	13,4	10,2	9,3	4,6	3,4	2,2	ANGERS (CORZE)
