LA SAULCE
2.8	SISTERON NORD
3.7	0.9	SISTERON SUD
4.5	1.8	0.6	AUBIGNOSC
5.7	3.3	1.8	1.2	PEYRUIS
7.5	5.3	4.1	3	1.6	LA BRILLANNE
9.4	7.7	5.6	4.9	3.4	1.6	MANOSQUE
11.7	10.1	7.5	6.6	5.4	3.5	1.7	SAINT PAUL LEZ DURANCE
13.6	12.5	10.2	9.2	7.9	5.8	4	2.5	PERTUIS
14.9	14	11.5	10.9	9.1	7.2	5.6	4	1.4	AIX (A51)
0	0	0	0	0	0	0	0	0	0	CARNOULES
27.8	26.9	24.4	23.8	22	20.1	18.5	16.9	14.3	2.7	2.7	PUGET-VILLE
23.8	22.9	20.4	19.8	18	16.1	14.5	12.9	10.3	2.7	2.7	0	TOULON-OUEST
23.8	22.9	20.4	19.8	18	16.1	14.5	12.9	10.3	2.7	2.7	0	0	SIX FOURS LES PLAGES
23.8	22.9	20.4	19.8	18	16.1	14.5	12.9	10.3	3.6	3.6	0.9	0.9	0.9	OLLIOULES
22.6	21.7	19.2	18.6	16.8	14.9	13.3	11.7	9.1	4.1	4.1	1.4	1.4	1.4	1.4	BANDOL
21.2	20.3	17.8	17.2	15.4	13.5	11.9	10.3	7.7	5.3	5.3	2.6	2.6	2.6	2.6	1.4	SAINT CYR LES LEQUES/LA CADIERE
20	19.1	16.6	16	14.2	12.3	10.7	9.1	6.5	6.7	6.7	4	4	4	4	2.8	1.4	LA CIOTAT
19.7	18.8	16.3	15.7	13.9	12	10.4	8.8	6.2	7.9	7.9	5.2	5.2	5.2	5.2	4	2.6	1.4	CASSIS
18.6	17.7	15.2	14.6	12.8	10.9	9.3	7.7	5.1	7.9	7.9	5.2	5.2	5.2	5.2	4	2.6	1.4	1.1	LA BEDOULE
18.6	17.7	15.2	14.6	12.8	10.9	9.3	7.7	5.1	7.9	7.9	5.2	5.2	5.2	5.2	4	2.6	1.4	1.1	0	AUBAGNE
18.6	17.7	15.2	14.6	12.8	10.9	9.3	7.7	5.1	0	0	14.5	0	0	0	0	0	0	0	0	0	GEMENOS
0	0	0	0	0	0	0	0	0	0	0	0	6.4	6.4	6.4	5.2	3.8	2.6	2.3	1.2	1.2	1.2	AURIOL
17.5	16.6	14.1	13.5	11.7	9.8	8.2	6.6	4	0	0	12.9	6.6	6.6	6.6	5.4	4	2.8	2.5	1.4	1.4	1.4	0	PAS DE TRETS
17.4	16.5	14	13.4	11.6	9.7	8.1	6.5	3.9	0	0	12.8	7.3	7.3	7.3	6.1	4.7	3.5	3.2	2.1	2.1	2.1	0	0.5	BELCODENE
