TOURS CENTRE
4,2	SAINTE-MAURE
8,1	2,6	CHATELLERAULT NORD
9	2,8	0,8	CHATELLERAULT SUD
11,3	5,2	2,3	1,6	FUTUROSCOPE
12,2	6	2,9	2,2	0,8	POITIERS NORD
14,3	8	4,6	3,8	1,8	1,1	POITIERS SUD
17,3	11	7,6	6,8	4,8	4,1	3	SAINT MAIXENT / LUSIGNAN
19,8	13,5	10,1	9,3	7,3	6,6	5,5	1,7	NIORT EST
20,7	14,4	11	10,2	8,2	7,5	6,4	2,9	0,7	NIORT NORD
23,1	16,8	13,4	12,6	10,6	9,9	8,8	5,2	2,1	1,6	NIORT OUEST
24,6	18,3	14,9	14,1	12,1	11,4	10,3	6,2	3,7	3,5	1	FONTENAY CENTRE
25,3	19	15,6	14,8	12,8	12,1	11	6,9	4,2	3,8	1,4	0,4	FONTENAY OUEST
26,4	20,1	16,7	15,9	13,9	13,2	12,1	8,7	6,1	5,1	3,4	2	1,5	SAINT-HERMINE
29	22,7	19,3	18,5	16,5	15,8	14,7	10,2	8,3	6,8	5	3,2	2,8	1,1	CHANTONNAY
30	23,7	20,3	19,5	17,5	16,8	15,7	12,4	9,6	8,7	6,7	4,9	4,6	3,4	1,7	LES ESSARTS
30,3	24	20,6	19,8	17,8	17,1	16	13	10,7	10,5	8,4	7,3	7	5,2	4,3	3	LA ROCHE-SUR-YON OUEST
30,3	24	20,6	19,8	17,8	17,1	16	13	10,7	10,5	8,4	7,3	7	5,2	4,3	3	0	LA ROCHE-SUR-YON SUD
30,3	24	20,6	19,8	17,8	17,1	16	13	10,7	10,5	8,4	7,3	7	5,2	4,3	3	0	0	LA ROCHE-SUR-YON CENTRE
30,3	24	20,6	19,8	17,8	17,1	16	13	10,7	10,5	8,4	7,3	7	5,2	4,3	3	0	0	0	LA ROCHE-SUR-YON EST
30,3	24	20,6	19,8	17,8	17,1	16	13	10,7	10,5	8,4	7,3	7	5,2	4,3	3	0	0	0	0	PEAGE DE LA ROCHE-SUR-YON
30,8	24,5	21,1	20,3	18,3	17,6	16,5	13,9	11,7	10,5	8,8	7,3	6,8	5,4	3,6	1,5	4,4	4,4	4,4	4,4	4,4	LES HERBIERS
31	24,7	21,3	20,5	18,5	17,8	16,7	14,8	12,4	11,1	10	8,8	7,8	6,4	4,4	2,5	5,5	5,5	5,5	5,5	5,5	0,6	LA VERRIE
31,2	24,9	21,5	20,7	18,7	18	16,9	15	12,6	11,3	10,2	9	8,2	6,8	4,9	3,3	5,7	5,7	5,7	5,7	5,7	1,7	1	CHOLET SUD
31,4	25,1	21,7	20,9	18,9	18,2	17,1	15,2	12,8	11,7	10,8	10	9,6	8,8	6,4	4,8	8	8	8	8	8	2,8	2	0,8	CHOLET NORD
32,9	26,6	23,2	22,4	20,4	19,7	18,6	16,9	14,6	13,7	12,9	12,2	12	10,5	9	6,5	9,7	9,7	9,7	9,7	9,7	4,9	3,6	2,8	1,7	CHEMILLE
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	PEAGE DE BEAULIEU SUR LAYON
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	THOUARCE
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	MURS-ERIGNE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRAND CLOS
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	HAUTE PERCHE
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	SORGES
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	LA MONNAIE
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	0	LA OUCAUDIERE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BD D'ESTIENNE D'ORVES
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	0	0	0	HANIPET
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	0	0	0	0	17 RD347
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	0	0	0	0	0	LA BOUVINERIE
35,3	29	25,6	24,8	22,8	22,1	21	19,3	17	15,9	15,4	15	14,8	14,7	12,5	9,8	12,4	12,4	12,4	12,4	12,4	8,2	6,4	5,9	4,4	2,3	0	0,7	0	0	0	0	0	0	0	0	0	0	15 RD323
