LA SAULCE
2,8	SISTERON NORD
3,6	0,9	SISTERON SUD
4,2	1,5	0,6	AUBIGNOSC
5,5	2,8	1,7	1,1	PEYRUIS
6,9	4,4	3,5	2,7	1,5	LA BRILLANNE
8,7	6,2	4,9	4,3	3,1	1,5	MANOSQUE
9,9	7,9	6,4	5,8	4,6	3,1	1,5	SAINT PAUL LEZ DURANCE
11,7	9,9	8,4	7,8	6,8	5,1	3,6	2,1	PERTUIS
13,2	11,5	9,5	9,1	8,1	6,3	4,9	3,5	1,3	AIX (A51)
0	0	0	0	0	0	0	0	0	0	CARNOULES
25,1	23,4	21,4	21	20	18,2	16,8	15,4	13,2	2,4	2,4	PUGET-VILLE
21,4	19,7	17,7	17,3	16,3	14,5	13,1	11,7	9,5	2,4	2,4	0	TOULON-OUEST
21,4	19,7	17,7	17,3	16,3	14,5	13,1	11,7	9,5	2,4	2,4	0	0	SIX FOURS LES PLAGES
20,6	18,9	16,9	16,5	15,5	13,7	12,3	10,9	8,7	3,8	3,8	1,4	1,4	1,4	BANDOL
19,2	17,5	15,5	15,1	14,1	12,3	10,9	9,5	7,3	4,6	4,6	2,2	2,2	2,2	1,4	SAINT CYR LES LEQUES/LA CADIERE
18,2	16,5	14,5	14,1	13,1	11,3	9,9	8,5	6,3	5,9	5,9	3,5	3,5	3,5	2,7	1,3	LA CIOTAT
18	16,3	14,3	13,9	12,9	11,1	9,7	8,3	6,1	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	CASSIS
16,9	15,2	13,2	12,8	11,8	10	8,6	7,2	5	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	1,1	LA BEDOULE
16,9	15,2	13,2	12,8	11,8	10	8,6	7,2	5	6,9	6,9	4,5	4,5	4,5	3,7	2,3	1,3	1,1	0	AUBAGNE
16,9	15,2	13,2	12,8	11,8	10	8,6	7,2	5	0	0	13	0	0	0	0	0	0	0	0	GEMENOS
0	0	0	0	0	0	0	0	0	0	0	0	5,7	5,7	4,9	3,5	2,5	2,3	1,2	1,2	1,2	AURIOL
15,7	14	12	11,6	10,6	8,8	7,4	6	3,8	0	0	11,6	5,8	5,8	5	3,6	2,6	2,4	1,3	1,3	1,3	0	LA BOUILLADISSE
13,2	11,5	9,5	9,1	8,1	6,3	4,9	3,5	1,3	0	0	11,9	8,2	8,2	7,4	6	5	4,8	3,7	3,7	3,7	0	2,5	AIX (A57,A50,A52,A8)
14,1	12,4	10,4	10	9	7,2	5,8	4,4	2,2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9	FUVEAU
0	0	0	0	0	0	0	0	0	0	0	8,8	0	0	0	0	0	0	0	0	0	0	0	0	0	TRETS
17,1	15,4	13,4	13	12	10,2	8,8	7,4	5,2	0	0	7,9	9,5	9,5	8,7	7,3	6,3	6,1	5	5	5	0	3,7	3,9	0	1,1	SAINT MAXIMIN
19,2	17,5	15,5	15,1	14,1	12,3	10,9	9,5	7,3	0	0	6,5	6,5	6,5	10,7	9,3	8,3	8,1	7	7	7	0	5,5	6	0	2,8	1,7	BRIGNOLES
21,2	19,5	17,5	17,1	16,1	14,3	12,9	11,5	9,3	0	0	4,3	4,3	4,3	5,7	6,5	7,8	8,8	9,5	9,5	9,5	0	7,7	8	0	5	3,9	2,3	LE CANNET DES MAURES
23,3	21,6	19,6	19,2	18,2	16,4	15	13,6	11,4	0	0	6,7	6,7	6,7	8,1	8,9	10,2	11,2	11,5	11,5	11,5	0	9,8	10,1	0	7,3	6	4,6	2,3	LE MUY
25	23,3	21,3	20,9	19,9	18,1	16,7	15,3	13,1	0	0	8,5	8,5	8,5	9,9	10,7	12	13	12,6	12,6	12,6	0	11,3	11,8	0	8,9	7,5	6,2	3,8	1,6	PUGET
25,1	23,4	21,4	21	20	18,2	16,8	15,4	13,2	0	0	8,6	8,6	8,6	10	10,8	12,1	13,1	12,7	12,7	12,7	0	11,8	11,9	0	9,1	8,1	6,5	4,5	2,2	0,7	FREJUS
28,4	26,7	24,7	24,3	23,3	21,5	20,1	18,7	16,5	0	0	11,7	11,7	11,7	13,1	13,9	15,2	16,2	16	16	16	0	14,8	15,2	0	12,2	11	10,1	7,4	5,3	3,8	2,8	LES ADRETS
28,4	26,7	24,7	24,3	23,3	21,5	20,1	18,7	16,5	0	0	11,7	11,7	11,7	13,1	13,9	15,2	16,2	16	16	16	0	14,8	15,2	0	12,2	11	10,1	7,4	5,3	3,8	2,8	1,4	MANDELIEU/MOUGINS
29,9	28,2	26,2	25,8	24,8	23	21,6	20,2	18	0	0	13,2	13,2	13,2	14,6	15,4	16,7	17,7	17,5	17,5	17,5	0	16,3	16,7	0	13,7	12,5	11,6	8,9	6,8	5,3	4,3	2,9	1,5	ANTIBES
31,5	29,8	27,8	27,4	26,4	24,6	23,2	21,8	19,6	0	0	14,8	14,8	14,8	16,2	17	18,3	19,3	19,1	19,1	19,1	0	17,9	18,3	0	15,3	14,1	13,2	10,5	8,4	6,9	5,9	4,5	3,1	1,6	VILLENEUVE LOUBET
