MANZAT
51,4	49,7	48,9	46	43,1	40,9	38,1	35,5	33,2	VULCANIA-BROMONT
49,2	47,5	46,7	43,8	40,9	38,7	35,9	33,3	31	ST JULIEN / SANCY
47,9	46,2	45,4	42,5	39,6	37,4	34,6	32	29,7	USSEL EST
47,4	45,7	44,9	42	39,1	36,9	34,1	31,5	29,2	USSEL OUEST
48,5	46,8	46	43,1	40,2	38	35,2	32,6	30,3	EGLETONS
51	49,3	48,5	45,6	42,7	40,5	37,7	35,1	32,8	TULLE EST
52,9	51,2	50,4	47,5	44,6	42,4	39,6	37	34,7	TULLE NORD
54,6	52,9	52,1	49,2	46,3	44,1	41,3	38,7	36,4	ST GERMAIN LES VERGNES
