LA SAULCE
1,7	SISTERON NORD
2,2	0,5	SISTERON SUD
2,8	1,1	0,5	AUBIGNOSC
3,3	1,7	1,1	0,7	PEYRUIS
4,1	2,6	1,9	1,6	0,9	LA BRILLANNE
5	3,6	2,8	2,5	1,6	0,8	MANOSQUE
5,9	4,4	3,8	3,4	2,6	1,7	0,9	SAINT PAUL LEZ DURANCE
6,9	5,7	5	4,4	3,7	2,9	2,1	1,2	PERTUIS
7,7	6,7	5,5	5,1	4,6	3,7	3,1	2,1	0,8	AIX (A51)
0	0	0	0	0	0	0	0	0	0	CARNOULES
14,6	13,6	12,4	12	11,5	10,6	10	9	7,7	1,5	1,5	PUGET-VILLE
13	12	10,8	10,4	9,9	9	8,4	7,4	6,1	1,5	1,5	0	TOULON-OUEST
13	12	10,8	10,4	9,9	9	8,4	7,4	6,1	1,5	1,5	0	0	SIX FOURS LES PLAGES
13	12	10,8	10,4	9,9	9	8,4	7,4	6,1	2	2	0,5	0,5	0,5	OLLIOULES
12,4	11,4	10,2	9,8	9,3	8,4	7,8	6,8	5,5	2,3	2,3	0,8	0,8	0,8	0,8	BANDOL
11,6	10,6	9,4	9	8,5	7,6	7	6	4,7	2,9	2,9	1,4	1,4	1,4	1,4	0,8	SAINT CYR LES LEQUES/LA CADIERE
10,9	9,9	8,7	8,3	7,8	6,9	6,3	5,3	4	3,8	3,8	2,3	2,3	2,3	2,3	1,7	0,9	LA CIOTAT
10,8	9,8	8,6	8,2	7,7	6,8	6,2	5,2	3,9	4,5	4,5	3	3	3	3	2,4	1,6	0,9	CASSIS
10	9	7,8	7,4	6,9	6	5,4	4,4	3,1	4,5	4,5	3	3	3	3	2,4	1,6	0,9	0,8	LA BEDOULE
10	9	7,8	7,4	6,9	6	5,4	4,4	3,1	4,5	4,5	3	3	3	3	2,4	1,6	0,9	0,8	0	AUBAGNE
10	9	7,8	7,4	6,9	6	5,4	4,4	3,1	0	0	7,4	0	0	0	0	0	0	0	0	0	GEMENOS
0	0	0	0	0	0	0	0	0	0	0	0	3,8	3,8	3,8	3,2	2,4	1,7	1,6	0,8	0,8	0,8	AURIOL
9,2	8,2	7	6,6	6,1	5,2	4,6	3,6	2,3	0	0	6,9	3,9	3,9	3,9	3,3	2,5	1,8	1,7	0,9	0,9	0,9	0	LA BOUILLADISSE
7,7	6,7	5,5	5,1	4,6	3,7	3,1	2,1	0,8	0	0	6,9	5,3	5,3	5,3	4,7	3,9	3,2	3,1	2,3	2,3	2,3	0	1,5	AIX (A57,A50,A52,A8)
8,3	7,3	6,1	5,7	5,2	4,3	3,7	2,7	1,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,6	FUVEAU
0	0	0	0	0	0	0	0	0	0	0	5,3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRETS
9,9	8,9	7,7	7,3	6,8	5,9	5,3	4,3	3	0	0	4,6	5,6	5,6	5,6	5	4,2	3,5	3,4	2,6	2,6	2,6	0	2,2	2,2	0	0,7	SAINT MAXIMIN
10,9	9,9	8,7	8,3	7,8	6,9	6,3	5,3	4	0	0	3,7	3,7	3,7	4,2	5,8	5	4,3	4,2	3,4	3,4	3,4	0	3,1	3,2	0	1,6	0,9	BRIGNOLES
12,5	11,5	10,3	9,9	9,4	8,5	7,9	6,9	5,6	0	0	2,5	2,5	2,5	3	3,3	3,9	4,8	5,5	4,8	4,8	4,8	0	4,5	4,8	0	3	2,3	1,5	LE CANNET DES MAURES
13,7	12,7	11,5	11,1	10,6	9,7	9,1	8,1	6,8	0	0	3,9	3,9	3,9	4,4	4,7	5,3	6,2	6,9	6,2	6,2	6,2	0	5,8	6	0	4,2	3,5	2,7	1,4	LE MUY
14,8	13,8	12,6	12,2	11,7	10,8	10,2	9,2	7,9	0	0	4,7	4,7	4,7	5,2	5,5	6,1	7	7,7	7	7	7	0	6,7	7,1	0	5,1	4,4	3,6	2,2	1	PUGET
15	14	12,8	12,4	11,9	11	10,4	9,4	8,1	0	0	5,1	5,1	5,1	5,6	5,9	6,5	7,4	8,1	7,6	7,6	7,6	0	7,1	7,3	0	5,5	4,8	3,9	2,6	1,3	0,4	FREJUS
17	16	14,8	14,4	13,9	13	12,4	11,4	10,1	0	0	7	7	7	7,5	7,8	8,4	9,3	10	9,6	9,6	9,6	0	8,7	9,3	0	7,1	6,4	5,9	4,5	3,2	2,2	1,6	LES ADRETS
17	16	14,8	14,4	13,9	13	12,4	11,4	10,1	0	0	7	7	7	7,5	7,8	8,4	9,3	10	9,6	9,6	9,6	0	8,7	9,3	0	7,1	6,4	5,9	4,5	3,2	2,2	1,6	0,8	MANDELIEU/MOUGINS
18	17	15,8	15,4	14,9	14	13,4	12,4	11,1	0	0	8	8	8	8,5	8,8	9,4	10,3	11	10,6	10,6	10,6	0	9,7	10,3	0	8,1	7,4	6,9	5,5	4,2	3,2	2,6	1,8	1	ANTIBES
18,8	17,8	16,6	16,2	15,7	14,8	14,2	13,2	11,9	0	0	8,8	8,8	8,8	9,3	9,6	10,2	11,1	11,8	11,4	11,4	11,4	0	10,5	11,1	0	8,9	8,2	7,7	6,3	5	4	3,4	2,6	1,8	0,9	VILLENEUVE LOUBET
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGNES SUR MER
18,8	17,8	16,6	16,2	15,7	14,8	14,2	13,2	11,9	0	0	8,8	8,8	8,8	9,3	9,6	10,2	11,1	11,8	11,4	11,4	11,4	0	10,5	11,1	0	8,9	8,2	7,7	6,3	5	4	3,4	2,6	1,8	0,9	0,5	0,4	SAINT LAURENT DU VAR
18,8	17,8	16,6	16,2	15,7	14,8	14,2	13,2	11,9	0	0	8,8	8,8	8,8	9,3	9,6	10,2	11,1	11,8	11,4	11,4	11,4	0	10,5	11,1	0	8,9	8,2	7,7	6,3	5	4	3,4	2,6	1,8	0,9	0,5	0,4	0	NICE OUEST/NICE AEROPORT
19,1	18,1	16,9	16,5	16	15,1	14,5	13,5	12,2	0	0	9,1	9,1	9,1	9,6	9,9	10,5	11,4	12,1	11,7	11,7	11,7	0	10,8	11,4	0	9,2	8,5	8	6,6	5,3	4,3	3,7	2,9	2,1	1,2	0,8	0,7	0,3	0,3	NICE SAINT ISIDORE
19,7	18,7	17,5	17,1	16,6	15,7	15,1	14,1	12,8	0	0	9,7	9,7	9,7	10,2	10,5	11,1	12	12,7	12,3	12,3	12,3	0	11,4	12	0	9,8	9,1	8,6	7,2	5,9	4,9	4,3	3,5	2,7	1,8	1,4	1,3	0,9	0,9	0,7	NICE QUARTIER NORD/NICE EST
21,1	20,1	18,9	18,5	18	17,1	16,5	15,5	14,2	0	0	11,1	11,1	11,1	11,6	11,9	12,5	13,4	14,1	13,7	13,7	13,7	0	12,8	13,4	0	11,2	10,5	10	8,6	7,3	6,3	5,7	4,9	4,1	3,2	2,8	2,7	2,3	2,3	2,1	1,4	MONACO
20,4	19,4	18,2	17,8	17,3	16,4	15,8	14,8	13,5	0	0	10,4	10,4	10,4	10,9	11,2	11,8	12,7	13,4	13	13	13	0	12,1	12,7	0	10,5	9,8	9,3	7,9	6,6	5,6	5	4,2	3,4	2,5	2,1	2	1,6	1,6	1,4	0,7	0	LA TURBIE
21,4	20,4	19,2	18,8	18,3	17,4	16,8	15,8	14,5	0	0	11,4	11,4	11,4	11,9	12,2	12,8	13,7	14,4	14	14	14	0	13,1	13,7	0	11,5	10,8	10,3	8,9	7,6	6,6	6	5,2	4,4	3,5	3,1	3	2,6	2,6	2,4	1,7	0	0	MENTON
