SAINT-ARNOULT
2,1	ABLIS
4,1	1,5	CHARTRES EST
4,7	2,4	1,1	THIVARS
5,8	3,2	2	1	ILLIERS-COMBRAY
7,5	4,1	2,5	1,9	1,2	LUIGNY
9,3	6,1	4,2	3,5	2,6	1,4	LA FERTE-BERNARD
11,9	9	6,6	6	4,9	3,8	2,9	LE MANS NORD
12,3	9,8	7,8	7,4	5,4	4,4	3,1	1	AUVOURS
13,2	10,2	8,1	7,5	5,8	4,8	3,5	1,2	0,4	PARIGNE-L'EVEQUE
13,3	10,8	9	8,3	6,4	5,4	4,2	1,9	1,4	0,9	ECOMMOY
14,7	12,2	10,1	9,4	7,6	6,4	5	3	2	1,8	0,9	MONTABON
17,6	14,7	13	12,2	10,2	9,2	7,9	5,8	4,9	4,6	3,8	2,5	PEAGE DE SAINT-CHRISTOPHE
30,7	28	26,3	25,4	24	23	21,1	18,5	19,2	19,4	20,2	21,2	24,1	ROUMOIS
27,5	24,8	23,1	22,2	20,8	19,8	17,9	15,3	16	16,2	17	18	20,9	1,1	BRIONNE
25	22,3	20,6	19,7	18,3	17,3	15,4	12,8	13,5	13,7	14,5	15,5	18,4	3,8	1,8	BERNAY
22,8	20,1	18,4	17,5	16,1	15,1	13,2	10,6	11,3	11,5	12,3	13,3	16,2	5,7	2,9	1	BROGLIE OUEST
20,2	17,5	15,8	14,9	13,5	12,5	10,6	8	8,7	8,9	9,7	10,7	13,6	8,2	5	2,8	1,7	GACE
18,1	15,4	13,7	12,8	11,4	10,4	8,5	5,9	6,6	6,8	7,6	8,6	11,5	10,9	7,3	4,7	3,1	1,5	SEES
20,1	17,4	15,7	14,8	13,4	12,4	10,5	7,9	8,6	8,8	9,6	10,6	13,5	12,9	9,3	6,7	5,1	3,5	0	PEAGE d'ARGENTAN
14,8	12,2	10,3	9,6	8,2	7,2	5,3	2,5	3,3	3,5	4,3	5,4	8,3	15,7	12,5	10	7,8	5,2	3,1	5,1	ALENCON NORD
14,7	12,1	9,8	9,3	7,9	6,7	4,9	2	2,7	3,1	3,9	4,9	7,8	16,1	12,9	10,4	8,2	5,6	3,5	5,5	0,4	ALENCON SUD
14,1	11,4	9,7	8,3	6,7	5,7	4,5	1,6	2,1	2,6	3,6	4,5	7,2	16,9	13,7	11,2	9	6,4	4,3	6,3	0,8	0,7	ROUESSE-FONTAINE
